"GENNO","SPNO","GrowthForm","Frequency"
364,265,"Dwarf shrub","commonly"
398,41,"Dwarf shrub","commonly"
398,41,"Shrub","commonly"
398,41,"Herb","commonly"
367,5,"Tree","commonly"
367,5,"Shrub","commonly"
269,46,"Dwarf shrub","commonly"
269,48,"Shrub","commonly"
269,48,"Dwarf shrub","commonly"
269,49,"Herb","commonly"
269,53,"Herb","commonly"
398,96,"Shrub","commonly"
398,96,"Herb","commonly"
398,97,"Dwarf shrub","commonly"
398,97,"Shrub","commonly"
398,98,"Dwarf shrub","commonly"
398,98,"Shrub","commonly"
398,99,"Shrub","commonly"
398,99,"Dwarf shrub","commonly"
398,99,"Herb","commonly"
364,441,"Shrub","commonly"
364,403,"Shrub","commonly"
364,378,"Shrub","commonly"
364,378,"Dwarf shrub","commonly"
364,377,"Shrub","commonly"
364,377,"Dwarf shrub","commonly"
398,38,"Dwarf shrub","commonly"
398,38,"Herb","commonly"
357,144,"Dwarf shrub","commonly"
357,414,"Herb","commonly"
451,34,"Dwarf shrub","commonly"
437,26,"Shrub","commonly"
357,182,"Dwarf shrub","commonly"
451,17,"Herb","commonly"
451,17,"Dwarf shrub","commonly"
341,2,"Shrub","commonly"
341,20,"Tree","commonly"
349,69,"Shrub","commonly"
451,9,"Herb","commonly"
989,1,"Shrub","commonly"
989,1,"Tree","commonly"
357,121,"Dwarf shrub","commonly"
437,9,"Shrub","commonly"
437,9,"Dwarf shrub","commonly"
357,439,"Herb","commonly"
357,428,"Herb","commonly"
357,428,"Shrub","commonly"
357,428,"Dwarf shrub","commonly"
357,427,"Herb","commonly"
357,422,"Herb","commonly"
357,421,"Herb","commonly"
357,158,"Shrub","commonly"
357,158,"Dwarf shrub","commonly"
437,36,"Shrub","commonly"
437,36,"Dwarf shrub","commonly"
439,30,"Shrub","commonly"
446,16,"Shrub","commonly"
446,25,"Shrub","commonly"
446,34,"Shrub","commonly"
451,48,"Herb","commonly"
437,41,"Herb","commonly"
357,196,"Dwarf shrub","commonly"
329,16,"Herb","commonly"
329,16,"Shrub","commonly"
349,35,"Herb","commonly"
915,139,"Herb","commonly"
1093,287,"Shrub","occasionally"
1093,287,"Dwarf shrub","commonly"
915,2,"Herb","commonly"
446,40,"Shrub","commonly"
357,6,"Shrub","commonly"
357,25,"Shrub","commonly"
357,25,"Dwarf shrub","commonly"
357,200,"Shrub","commonly"
357,345,"Shrub","commonly"
357,345,"Dwarf shrub","commonly"
357,324,"Herb","commonly"
357,274,"Shrub","commonly"
357,48,"Herb","commonly"
349,44,"Herb","commonly"
349,44,"Shrub","commonly"
357,297,"Shrub","commonly"
357,346,"Dwarf shrub","commonly"
349,61,"Herb","commonly"
3359,16,"Shrub","commonly"
3359,16,"Dwarf shrub","commonly"
3919,24,"Herb","commonly"
3919,24,"Dwarf shrub","commonly"
3919,1,"Herb","commonly"
3919,1,"Dwarf shrub","commonly"
3910,13,"Shrub","commonly"
3910,13,"Dwarf shrub","commonly"
3910,13,"Herb","commonly"
3900,25,"Shrub","commonly"
3900,25,"Dwarf shrub","commonly"
3909,79,"Dwarf shrub","commonly"
3934,4,"Herb","commonly"
3941,7,"Herb","commonly"
3909,48,"Shrub","commonly"
3909,48,"Dwarf shrub","commonly"
3900,26,"Dwarf shrub","commonly"
3919,36,"Shrub","commonly"
3919,36,"Dwarf shrub","commonly"
3899,11,"Shrub","commonly"
3899,11,"Dwarf shrub","commonly"
3899,37,"Shrub","commonly"
3899,37,"Dwarf shrub","commonly"
3919,14,"Shrub","commonly"
3919,14,"Dwarf shrub","commonly"
3909,50,"Dwarf shrub","commonly"
3919,32,"Shrub","commonly"
3919,32,"Dwarf shrub","commonly"
3919,32,"Herb","commonly"
3899,41,"Shrub","commonly"
3899,41,"Dwarf shrub","commonly"
574,283,"Herb","commonly"
574,195,"Herb","commonly"
1185,51,"Graminoid","commonly"
1164,12,"Graminoid","commonly"
1262,33,"Graminoid","commonly"
1262,11,"Graminoid","commonly"
1257,40,"Graminoid","commonly"
1257,39,"Graminoid","commonly"
1185,44,"Graminoid","commonly"
1262,36,"Graminoid","commonly"
1262,3,"Graminoid","commonly"
1262,30,"Graminoid","commonly"
1262,140,"Graminoid","commonly"
3482,1,"Herb","commonly"
637,7,"Bryophyte","commonly"
2199,17,"Herb","commonly"
488,1,"Herb","commonly"
488,1,"Hydrophyte","commonly"
2846,19,"Shrub","commonly"
2846,19,"Dwarf shrub","commonly"
2623,4,"Climber","commonly"
2846,4,"Shrub","commonly"
3372,3,"Tree","commonly"
1906,142,"Tree","commonly"
3909,49,"Herb","commonly"
3920,9,"Dwarf shrub","commonly"
1495,1,"Herb","commonly"
1877,2,"Shrub","commonly"
1877,2,"Tree","commonly"
1104,2,"Herb","commonly"
1557,38,"Herb","commonly"
1557,38,"Geophyte","commonly"
1989,8,"Herb","commonly"
2063,3,"Herb","commonly"
2206,99,"Succulent","commonly"
2206,99,"Shrub","commonly"
2206,12,"Succulent","commonly"
2206,12,"Shrub","commonly"
2206,3,"Succulent","commonly"
2206,3,"Tree","commonly"
2206,3,"Shrub","commonly"
2206,93,"Succulent","commonly"
2206,93,"Tree","commonly"
2144,2,"Herb","commonly"
2206,30,"Succulent","commonly"
2206,30,"Herb","commonly"
2206,31,"Herb","commonly"
2206,31,"Succulent","commonly"
2891,1,"Herb","commonly"
3475,3,"Tree","commonly"
2855,1,"Herb","commonly"
2853,94,"Herb","commonly"
2853,6,"Herb","commonly"
3225,2,"Herb","commonly"
3461,1,"Tree","occasionally"
3461,1,"Shrub","commonly"
2742,13,"Herb","commonly"
2849,11,"Shrub","commonly"
2849,11,"Herb","commonly"
2853,173,"Climber","commonly"
2853,173,"Shrub","commonly"
2853,191,"Herb","commonly"
799,95,"Tree","commonly"
727,1,"Climber","commonly"
727,1,"Succulent","commonly"
727,1,"Shrub","commonly"
388,6,"Herb","commonly"
574,189,"Succulent","commonly"
574,189,"Shrub","commonly"
574,190,"Succulent","commonly"
574,190,"Shrub","commonly"
724,12,"Succulent","commonly"
724,12,"Shrub","commonly"
388,5,"Herb","commonly"
357,406,"Shrub","commonly"
2087,20,"Geophyte","commonly"
2573,8,"Herb","commonly"
2573,8,"Hydrophyte","commonly"
1906,3,"Shrub","commonly"
942,1,"Tree","commonly"
115,460,"Succulent","commonly"
115,310,"Succulent","commonly"
3769,2,"Herb","commonly"
3769,2,"Hydrophyte","commonly"
2225,1,"Herb","commonly"
336,8,"Herb","commonly"
3240,89,"Herb","commonly"
3240,392,"Dwarf shrub","commonly"
3240,66,"Herb","commonly"
3240,212,"Shrub","commonly"
3240,452,"Shrub","commonly"
3240,452,"Dwarf shrub","commonly"
3240,215,"Herb","commonly"
1980,14,"Succulent","commonly"
1980,14,"Dwarf shrub","commonly"
1980,1,"Succulent","commonly"
1980,1,"Dwarf shrub","commonly"
1980,2,"Succulent","commonly"
1980,2,"Dwarf shrub","commonly"
1980,12,"Succulent","commonly"
1980,12,"Dwarf shrub","commonly"
290,4,"Herb","commonly"
4078,5,"Shrub","commonly"
4065,3,"Herb","commonly"
4080,5,"Herb","commonly"
4078,3,"Shrub","commonly"
4078,1,"Shrub","commonly"
2417,13,"Lichen","commonly"
2282,27,"Lichen","commonly"
14955,1,"Lichen","commonly"
2282,15,"Lichen","always"
2417,9,"Lichen","commonly"
2282,21,"Lichen","always"
891,4,"Epiphyte","commonly"
891,4,"Bryophyte","commonly"
3648,21,"Epiphyte","occasionally"
3648,21,"Bryophyte","commonly"
1006,2,"Epiphyte","occasionally"
1006,2,"Bryophyte","commonly"
1820,874,"Dwarf shrub","commonly"
1820,153,"Dwarf shrub","commonly"
1820,875,"Shrub","commonly"
1820,765,"Dwarf shrub","commonly"
1820,670,"Dwarf shrub","commonly"
1976,275,"Shrub","commonly"
1671,84,"Herb","commonly"
1430,24,"Tree","commonly"
1705,7,"Shrub","commonly"
1446,32,"Shrub","commonly"
1430,17,"Tree","commonly"
1430,17,"Shrub","commonly"
1105,1,"Suffrutex","commonly"
1105,1,"Herb","occasionally"
1105,1,"Dwarf shrub","commonly"
1717,48,"Herb","commonly"
1717,48,"Climber","commonly"
1093,175,"Herb","commonly"
1717,49,"Herb","commonly"
1717,49,"Climber","commonly"
1087,21,"Parasite","commonly"
1087,21,"Herb","commonly"
1446,24,"Tree","commonly"
1446,24,"Shrub","commonly"
1971,8,"Tree","commonly"
1971,8,"Shrub","commonly"
1446,15,"Shrub","commonly"
1702,26,"Shrub","commonly"
1093,144,"Dwarf shrub","commonly"
1430,6,"Shrub","commonly"
3140,9,"Shrub","commonly"
3244,4,"Herb","commonly"
3885,12,"Herb","commonly"
3157,7,"Shrub","commonly"
3888,1,"Herb","commonly"
3913,2,"Shrub","commonly"
3920,6,"Shrub","commonly"
3920,6,"Dwarf shrub","commonly"
3907,25,"Herb","commonly"
2977,14,"Shrub","commonly"
2977,14,"Tree","commonly"
3288,34,"Dwarf shrub","commonly"
3154,39,"Herb","commonly"
3154,39,"Dwarf shrub","commonly"
3152,1,"Succulent","commonly"
3152,1,"Creeper","commonly"
3119,1,"Shrub","commonly"
3050,15,"Dwarf shrub","commonly"
3288,9,"Shrub","commonly"
3288,9,"Dwarf shrub","commonly"
3152,358,"Climber","commonly"
3152,358,"Succulent","commonly"
3152,358,"Shrub","commonly"
3244,5,"Herb","commonly"
3652,12,"Epiphyte","commonly"
3652,12,"Lithophyte","commonly"
3652,12,"Herb","commonly"
2742,16,"Herb","commonly"
3240,15,"Herb","commonly"
3244,8,"Herb","commonly"
3052,136,"Shrub","commonly"
3240,230,"Herb","commonly"
3240,230,"Shrub","commonly"
3931,2,"Herb","commonly"
3931,2,"Dwarf shrub","commonly"
3909,46,"Herb","commonly"
3047,5,"Herb","commonly"
3047,5,"Hydrophyte","commonly"
3896,12,"Herb","commonly"
3910,4,"Herb","commonly"
3901,20,"Herb","commonly"
2640,67,"Geophyte","commonly"
3919,40,"Shrub","commonly"
3919,40,"Dwarf shrub","commonly"
3152,213,"Dwarf shrub","commonly"
2976,68,"Shrub","commonly"
2976,68,"Dwarf shrub","commonly"
3222,37,"Shrub","commonly"
3052,119,"Shrub","commonly"
3240,419,"Herb","commonly"
3240,419,"Dwarf shrub","commonly"
3909,35,"Dwarf shrub","commonly"
3152,237,"Herb","commonly"
3901,4,"Herb","commonly"
3901,4,"Dwarf shrub","commonly"
2690,10,"Herb","commonly"
3919,6,"Herb","commonly"
3919,6,"Dwarf shrub","commonly"
3240,258,"Herb","commonly"
3240,258,"Dwarf shrub","commonly"
3240,251,"Herb","commonly"
3919,7,"Shrub","commonly"
3919,7,"Dwarf shrub","commonly"
2687,44,"Herb","commonly"
3134,3,"Herb","commonly"
3222,116,"Shrub","commonly"
3272,83,"Scrambler","commonly"
3272,83,"Shrub","commonly"
3919,28,"Herb","commonly"
3919,28,"Dwarf shrub","commonly"
3920,11,"Shrub","commonly"
3920,11,"Dwarf shrub","commonly"
3060,1,"Shrub","commonly"
2681,58,"Herb","commonly"
3652,15,"Lithophyte","commonly"
3652,15,"Herb","commonly"
3652,16,"Lithophyte","commonly"
3652,16,"Herb","commonly"
3272,86,"Herb","commonly"
3910,9,"Shrub","commonly"
3910,9,"Dwarf shrub","commonly"
3272,47,"Herb","commonly"
2846,16,"Shrub","commonly"
2846,16,"Dwarf shrub","commonly"
3652,18,"Herb","commonly"
2976,46,"Shrub","commonly"
3909,73,"Dwarf shrub","commonly"
3367,6,"Tree","commonly"
3367,6,"Shrub","commonly"
3909,18,"Shrub","commonly"
3909,18,"Dwarf shrub","commonly"
3152,504,"Dwarf shrub","commonly"
3901,26,"Herb","commonly"
3652,14,"Epiphyte","commonly"
3652,14,"Lithophyte","commonly"
3652,14,"Herb","commonly"
3240,191,"Shrub","commonly"
3240,191,"Dwarf shrub","commonly"
3909,67,"Herb","commonly"
3909,67,"Dwarf shrub","commonly"
3272,80,"Shrub","commonly"
3261,3,"Herb","commonly"
3261,3,"Shrub","commonly"
2648,4,"Herb","commonly"
3152,407,"Succulent","commonly"
3152,407,"Herb","commonly"
1412,26,"Shrub","commonly"
1412,26,"Tree","commonly"
3900,73,"Herb","commonly"
995,1,"Shrub","commonly"
995,1,"Tree","commonly"
4076,12,"Herb","commonly"
1403,30,"Tree","commonly"
1403,30,"Shrub","commonly"
1459,75,"Tree","commonly"
1459,75,"Shrub","commonly"
1446,68,"Dwarf shrub","commonly"
237,3,"Shrub","commonly"
237,3,"Tree","commonly"
583,5,"Shrub","commonly"
583,5,"Tree","occasionally"
575,26,"Dwarf shrub","commonly"
575,26,"Herb","commonly"
795,63,"Shrub","commonly"
1050,7,"Shrub","commonly"
1549,44,"Geophyte","commonly"
1549,44,"Herb","commonly"
1738,6,"Herb","commonly"
1997,30,"Herb","commonly"
1746,32,"Herb","commonly"
1731,4,"Herb","commonly"
3593,16,"Herb","commonly"
3593,17,"Herb","commonly"
3594,2,"Dwarf shrub","commonly"
2931,28,"Dwarf shrub","commonly"
2510,11,"Helophyte","commonly"
2510,11,"Cyperoid","commonly"
2510,11,"Herb","commonly"
2950,2,"Tree","commonly"
3593,34,"Dwarf shrub","commonly"
3592,14,"Herb","commonly"
3593,12,"Dwarf shrub","commonly"
3601,1,"Dwarf shrub","commonly"
2950,43,"Tree","commonly"
389,8,"Tree","commonly"
389,8,"Shrub","commonly"
1820,917,"Dwarf shrub","commonly"
14827,5,"Lichen","always"
2417,3,"Lichen","commonly"
2454,6,"Lichen","commonly"
2361,95,"Lichen","commonly"
2401,2,"Lichen","commonly"
2309,13,"Lichen","commonly"
2309,11,"Lichen","commonly"
2361,23,"Lichen","commonly"
2296,43,"Lichen","commonly"
2288,14,"Lichen","commonly"
2347,2,"Lichen","commonly"
2328,14,"Lichen","always"
2380,1,"Lichen","commonly"
2369,7,"Lichen","commonly"
2349,1,"Lichen","always"
2357,2,"Lichen","commonly"
2441,13,"Lichen","commonly"
2428,6,"Lichen","commonly"
2349,10,"Lichen","commonly"
2363,1,"Lichen","commonly"
2382,19,"Lichen","commonly"
2309,24,"Lichen","commonly"
2300,3,"Lichen","commonly"
2361,55,"Lichen","commonly"
2363,13,"Lichen","commonly"
2309,23,"Lichen","commonly"
2349,4,"Lichen","commonly"
2441,40,"Lichen","commonly"
2428,27,"Lichen","commonly"
2420,15,"Lichen","commonly"
2382,11,"Lichen","commonly"
2309,17,"Lichen","commonly"
2369,21,"Lichen","commonly"
2300,1,"Lichen","always"
2374,18,"Lichen","commonly"
2306,1,"Lichen","always"
2374,54,"Lichen","commonly"
2428,2,"Lichen","commonly"
2465,263,"Lichen","commonly"
14865,2,"Lichen","commonly"
2382,1,"Lichen","commonly"
2328,5,"Lichen","always"
2339,5,"Lichen","commonly"
2328,2,"Lichen","always"
2272,3,"Lichen","commonly"
2350,15,"Lichen","commonly"
2350,14,"Lichen","commonly"
2273,12,"Lichen","always"
2361,2,"Lichen","always"
2415,4,"Lichen","commonly"
2339,12,"Lichen","commonly"
2465,11,"Lichen","always"
2296,10,"Lichen","always"
2309,10,"Lichen","always"
2296,33,"Lichen","always"
2428,23,"Lichen","commonly"
2389,17,"Lichen","commonly"
2296,12,"Lichen","always"
2309,7,"Lichen","always"
2441,81,"Lichen","commonly"
2382,3,"Lichen","commonly"
2441,80,"Lichen","commonly"
2441,57,"Lichen","commonly"
2335,4,"Lichen","commonly"
557,1,"Tree","commonly"
581,8,"Herb","commonly"
586,105,"Shrub","commonly"
581,38,"Climber","commonly"
581,38,"Herb","commonly"
606,7,"Tree","occasionally"
606,7,"Shrub","commonly"
582,29,"Herb","commonly"
582,29,"Dwarf shrub","commonly"
582,31,"Shrub","commonly"
582,31,"Tree","commonly"
576,17,"Herb","commonly"
576,17,"Dwarf shrub","commonly"
575,43,"Dwarf shrub","commonly"
575,34,"Shrub","commonly"
589,6,"Tree","commonly"
583,6,"Tree","commonly"
586,2,"Herb","commonly"
586,2,"Dwarf shrub","commonly"
586,20,"Herb","occasionally"
586,20,"Shrub","commonly"
586,20,"Dwarf shrub","occasionally"
583,9,"Shrub","commonly"
1991,25,"Dwarf shrub","commonly"
2084,39,"Geophyte","commonly"
2084,12,"Geophyte","commonly"
2073,4,"Geophyte","commonly"
2084,33,"Geophyte","commonly"
2084,14,"Geophyte","commonly"
2084,15,"Geophyte","commonly"
2073,1,"Geophyte","commonly"
2084,30,"Geophyte","commonly"
2084,18,"Geophyte","commonly"
2084,3,"Geophyte","commonly"
2084,4,"Geophyte","commonly"
2084,36,"Geophyte","commonly"
3795,87,"Geophyte","commonly"
3795,39,"Geophyte","commonly"
3795,46,"Geophyte","commonly"
3795,88,"Geophyte","commonly"
3795,85,"Geophyte","commonly"
3795,45,"Geophyte","commonly"
3795,93,"Geophyte","commonly"
3795,52,"Geophyte","commonly"
3795,86,"Geophyte","commonly"
3795,17,"Geophyte","commonly"
3795,95,"Geophyte","commonly"
3795,89,"Geophyte","commonly"
3795,84,"Geophyte","commonly"
3795,76,"Geophyte","commonly"
3795,27,"Geophyte","commonly"
3795,90,"Geophyte","commonly"
3795,59,"Geophyte","commonly"
3795,114,"Geophyte","commonly"
3795,116,"Geophyte","commonly"
3795,113,"Geophyte","commonly"
3795,112,"Geophyte","commonly"
3795,115,"Geophyte","commonly"
1170,3,"Graminoid","commonly"
2199,11,"Herb","commonly"
2219,7,"Herb","commonly"
3405,4,"Herb","occasionally"
3405,4,"Shrub","occasionally"
3405,4,"Dwarf shrub","commonly"
3405,3,"Herb","occasionally"
3405,3,"Shrub","occasionally"
3405,3,"Dwarf shrub","commonly"
1623,13,"Herb","commonly"
1623,13,"Parasite","commonly"
3389,2,"Herb","commonly"
3699,20,"Tree","commonly"
3699,20,"Shrub","commonly"
3699,61,"Shrub","commonly"
3699,61,"Tree","commonly"
3699,51,"Shrub","commonly"
3699,51,"Tree","commonly"
3699,60,"Shrub","commonly"
3699,60,"Tree","commonly"
574,81,"Herb","commonly"
3089,50,"Shrub","commonly"
3222,95,"Shrub","commonly"
3152,149,"Shrub","commonly"
3152,149,"Herb","commonly"
3222,3,"Shrub","commonly"
3089,26,"Herb","commonly"
3162,11,"Herb","commonly"
3089,11,"Herb","commonly"
3272,125,"Herb","commonly"
14839,58,"Lichen","always"
1931,11,"Herb","commonly"
1931,24,"Herb","commonly"
1931,25,"Herb","commonly"
876,1,"Shrub","commonly"
2553,3,"Herb","commonly"
2553,3,"Restioid","commonly"
2558,78,"Restioid","commonly"
2558,78,"Dwarf shrub","commonly"
1256,6,"Graminoid","commonly"
1367,76,"Graminoid","commonly"
1275,20,"Graminoid","commonly"
1256,3,"Graminoid","commonly"
1275,12,"Graminoid","commonly"
1367,13,"Graminoid","commonly"
1357,40,"Graminoid","commonly"
1262,1,"Graminoid","commonly"
1262,1,"Scrambler","commonly"
1262,15,"Graminoid","commonly"
1367,15,"Graminoid","commonly"
1271,13,"Graminoid","commonly"
1367,75,"Graminoid","commonly"
1357,38,"Graminoid","commonly"
1388,1,"Graminoid","commonly"
1262,14,"Graminoid","commonly"
1262,26,"Graminoid","commonly"
1178,1,"Graminoid","commonly"
1357,37,"Graminoid","commonly"
1262,34,"Graminoid","commonly"
1262,34,"Scrambler","commonly"
1161,4,"Graminoid","commonly"
1357,39,"Graminoid","commonly"
2493,89,"Herb","commonly"
2493,89,"Emergent hydrophyte","occasionally"
2493,89,"Helophyte","commonly"
2493,89,"Cyperoid","commonly"
1160,3,"Graminoid","commonly"
1367,73,"Graminoid","commonly"
2558,29,"Restioid","commonly"
2558,29,"Dwarf shrub","commonly"
2504,2,"Mesophyte","commonly"
2504,2,"Cyperoid","commonly"
2504,2,"Herb","commonly"
2504,1,"Helophyte","commonly"
2504,1,"Mesophyte","commonly"
2504,1,"Cyperoid","commonly"
2504,1,"Herb","commonly"
1325,5,"Graminoid","commonly"
1367,53,"Graminoid","commonly"
1367,54,"Graminoid","commonly"
1367,91,"Graminoid","commonly"
2505,3,"Herb","commonly"
2505,3,"Cyperoid","commonly"
2505,3,"Mesophyte","occasionally"
2473,20,"Herb","commonly"
2473,20,"Cyperoid","commonly"
2473,20,"Emergent hydrophyte","occasionally"
2473,20,"Helophyte","commonly"
2473,20,"Sudd hydrophyte","occasionally"
2489,14,"Cyperoid","commonly"
2489,14,"Helophyte","commonly"
2489,14,"Mesophyte","commonly"
2489,14,"Herb","commonly"
2503,6,"Herb","commonly"
2503,6,"Helophyte","commonly"
2503,6,"Cyperoid","commonly"
2499,10,"Mesophyte","occasionally"
2499,10,"Cyperoid","commonly"
2499,10,"Herb","commonly"
1367,42,"Graminoid","commonly"
1328,3,"Graminoid","commonly"
2499,19,"Mesophyte","commonly"
2499,19,"Cyperoid","commonly"
2499,19,"Herb","commonly"
1307,2,"Graminoid","commonly"
1309,7,"Graminoid","commonly"
1957,2,"Bryophyte","commonly"
2490,4,"Herb","commonly"
2490,4,"Mesophyte","commonly"
2490,4,"Cyperoid","commonly"
1309,10,"Graminoid","commonly"
1309,10,"Shrub","commonly"
1300,1,"Graminoid","commonly"
2505,45,"Herb","commonly"
2505,45,"Cyperoid","commonly"
2505,45,"Mesophyte","commonly"
1284,4,"Graminoid","commonly"
2505,71,"Herb","commonly"
2505,71,"Cyperoid","commonly"
2505,71,"Mesophyte","commonly"
1367,37,"Graminoid","commonly"
1265,4,"Graminoid","commonly"
2478,12,"Cyperoid","commonly"
2478,12,"Helophyte","commonly"
2478,12,"Herb","commonly"
2558,106,"Restioid","commonly"
2558,106,"Dwarf shrub","commonly"
1284,8,"Graminoid","commonly"
2478,28,"Cyperoid","commonly"
2478,28,"Herb","commonly"
1185,14,"Graminoid","commonly"
2504,11,"Cyperoid","commonly"
2504,11,"Helophyte","occasionally"
2504,11,"Herb","commonly"
2505,46,"Herb","commonly"
2505,46,"Cyperoid","commonly"
2505,46,"Mesophyte","commonly"
1367,72,"Graminoid","commonly"
2505,11,"Herb","commonly"
2505,11,"Mesophyte","occasionally"
2505,11,"Cyperoid","commonly"
1367,50,"Graminoid","commonly"
2505,36,"Herb","commonly"
2505,36,"Cyperoid","commonly"
2505,36,"Mesophyte","commonly"
2505,36,"Helophyte","commonly"
1266,2,"Graminoid","commonly"
2505,4,"Herb","commonly"
2505,4,"Mesophyte","occasionally"
2505,4,"Cyperoid","commonly"
1203,4,"Graminoid","commonly"
1299,1,"Graminoid","commonly"
1367,92,"Graminoid","commonly"
3895,7,"Dwarf shrub","commonly"
3909,40,"Herb","commonly"
3896,6,"Herb","commonly"
3896,6,"Dwarf shrub","commonly"
3901,9,"Herb","commonly"
3909,32,"Herb","commonly"
3909,32,"Dwarf shrub","commonly"
3909,70,"Herb","commonly"
3909,70,"Climber","commonly"
3909,70,"Shrub","commonly"
3922,1,"Herb","commonly"
3896,2,"Herb","commonly"
3909,44,"Herb","commonly"
3909,51,"Herb","commonly"
3909,51,"Shrub","commonly"
3909,71,"Shrub","commonly"
3909,71,"Dwarf shrub","commonly"
3901,1,"Herb","commonly"
3930,10,"Herb","commonly"
3930,10,"Creeper","commonly"
3933,2,"Dwarf shrub","commonly"
3630,2,"Herb","commonly"
3895,4,"Herb","commonly"
3901,11,"Herb","commonly"
3921,1,"Herb","commonly"
3921,1,"Dwarf shrub","commonly"
3901,2,"Herb","commonly"
3901,2,"Shrub","commonly"
3921,2,"Herb","commonly"
3921,2,"Dwarf shrub","commonly"
3901,18,"Herb","commonly"
3909,56,"Herb","commonly"
3909,56,"Shrub","commonly"
3909,56,"Dwarf shrub","commonly"
3924,10,"Herb","commonly"
3897,3,"Shrub","commonly"
2499,27,"Herb","commonly"
2499,27,"Cyperoid","commonly"
2499,27,"Mesophyte","commonly"
2499,29,"Herb","commonly"
2499,29,"Cyperoid","commonly"
2499,29,"Mesophyte","commonly"
5197,1,"Cyperoid","commonly"
5197,1,"Helophyte","occasionally"
5197,1,"Herb","commonly"
2499,31,"Herb","commonly"
2499,31,"Cyperoid","commonly"
2499,31,"Mesophyte","occasionally"
1006,5,"Bryophyte","commonly"
1020,1,"Herb","commonly"
1020,1,"Parasite","commonly"
1006,9,"Bryophyte","commonly"
1603,41,"Geophyte","commonly"
1603,45,"Geophyte","commonly"
1603,34,"Geophyte","commonly"
1603,14,"Geophyte","commonly"
1603,35,"Geophyte","commonly"
1603,25,"Geophyte","commonly"
1603,22,"Geophyte","commonly"
2642,82,"Succulent","commonly"
2680,123,"Succulent","commonly"
1603,57,"Geophyte","commonly"
574,895,"Herb","commonly"
574,895,"Succulent","commonly"
85,106,"Succulent","commonly"
574,306,"Succulent","commonly"
574,306,"Dwarf shrub","commonly"
574,196,"Succulent","commonly"
574,196,"Shrub","commonly"
574,239,"Succulent","commonly"
574,239,"Dwarf shrub","commonly"
85,95,"Succulent","commonly"
574,68,"Succulent","commonly"
574,68,"Dwarf shrub","commonly"
85,64,"Succulent","commonly"
85,19,"Succulent","commonly"
2475,24,"Herb","commonly"
2475,24,"Cyperoid","commonly"
2475,24,"Helophyte","commonly"
2489,22,"Cyperoid","commonly"
2489,22,"Helophyte","commonly"
2489,22,"Herb","commonly"
2489,23,"Helophyte","commonly"
2489,23,"Cyperoid","commonly"
2489,23,"Herb","commonly"
2485,1,"Cyperoid","commonly"
2485,1,"Mesophyte","occasionally"
2485,1,"Herb","commonly"
2489,19,"Helophyte","commonly"
2489,19,"Cyperoid","commonly"
2489,19,"Herb","commonly"
2476,28,"Herb","commonly"
2476,28,"Cyperoid","commonly"
2489,30,"Cyperoid","commonly"
2489,30,"Emergent hydrophyte","commonly"
2489,30,"Helophyte","commonly"
2489,30,"Herb","commonly"
4107,8,"Helophyte","commonly"
4107,8,"Hydrophyte","commonly"
4107,8,"Herb","commonly"
4107,5,"Hydrophyte","commonly"
4107,5,"Helophyte","commonly"
4107,5,"Herb","commonly"
4117,58,"Herb","commonly"
2212,26,"Geophyte","commonly"
2212,26,"Succulent","commonly"
2212,26,"Herb","commonly"
1976,64,"Geophyte","commonly"
1534,30,"Herb","commonly"
1534,30,"Geophyte","commonly"
3048,153,"Shrub","commonly"
3048,104,"Dwarf shrub","commonly"
3222,7,"Dwarf shrub","commonly"
3048,82,"Shrub","commonly"
3048,50,"Dwarf shrub","commonly"
3048,49,"Shrub","commonly"
3048,79,"Shrub","commonly"
3198,60,"Herb","commonly"
3198,60,"Succulent","commonly"
3048,114,"Shrub","commonly"
3048,154,"Dwarf shrub","commonly"
3198,59,"Geophyte","commonly"
3198,59,"Succulent","commonly"
3198,59,"Dwarf shrub","commonly"
3048,21,"Shrub","commonly"
3048,143,"Shrub","commonly"
3198,126,"Geophyte","commonly"
3198,126,"Herb","commonly"
3198,126,"Succulent","commonly"
3998,31,"Geophyte","commonly"
3048,26,"Dwarf shrub","commonly"
3048,106,"Dwarf shrub","commonly"
3048,24,"Shrub","commonly"
3048,56,"Dwarf shrub","commonly"
3048,64,"Shrub","commonly"
3052,68,"Shrub","commonly"
3048,28,"Shrub","commonly"
3048,52,"Dwarf shrub","commonly"
3048,54,"Shrub","commonly"
3048,76,"Shrub","commonly"
3048,94,"Shrub","commonly"
3048,94,"Dwarf shrub","commonly"
3048,158,"Dwarf shrub","commonly"
3198,19,"Succulent","commonly"
3198,19,"Dwarf shrub","commonly"
3198,17,"Shrub","commonly"
3048,55,"Shrub","commonly"
3996,9,"Geophyte","commonly"
3152,189,"Herb","commonly"
3998,12,"Geophyte","commonly"
3157,15,"Shrub","commonly"
3996,4,"Geophyte","commonly"
3998,20,"Geophyte","commonly"
3996,5,"Geophyte","commonly"
3288,50,"Shrub","commonly"
3048,7,"Dwarf shrub","commonly"
3048,8,"Dwarf shrub","commonly"
3998,1,"Geophyte","commonly"
3998,15,"Geophyte","commonly"
3998,13,"Geophyte","commonly"
3998,2,"Geophyte","commonly"
3998,9,"Geophyte","commonly"
3998,11,"Geophyte","commonly"
