V's Barcoda,Precis Barcode,Casherb,Casno,Family,Clade,Scientific Name,Taxon,Latitude Decimal,Longitude Decimal,Reference Acc
8015895,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallescens,PentaPalle,-33.7000,19.1500,B.Galley
8015897,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallescens,PentaPalle,-33.5167,19.1167,B.Galley
8015894,,BOL,,Poaceae,Pentameris,Pentaschistis pallescens,PentaPalle,-33.4667,19.2833,B.Galley
8016170,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.7667,19.8667,B.Galley
8016207,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.7559,19.8549,A.Galley
8016169,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.7000,19.8333,B.Galley
8016167,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.6833,19.5667,B.Galley
8016166,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.6833,19.7500,B.Galley
8016180,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.6833,20.2333,B.Galley
8016182,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.6667,20.1333,B.Galley
8016168,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.6500,19.5500,B.Galley
8016165,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.5000,19.4500,B.Galley
8016164,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.4667,19.9000,B.Galley
8016160,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.4500,19.4500,B.Galley
8016159,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.4333,19.3667,B.Galley
8016158,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.4000,19.1667,B.Galley
8016153,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3833,18.8333,<500m
8016187,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3833,21.4167,B.Galley
8016208,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3679,20.5513,A.Galley
8016154,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3667,18.8333,<500m
8016176,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3667,20.4167,B.Galley
8016185,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3667,21.0167,B.Galley
8016215,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3570,21.4230,A.Galley
8016157,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3500,18.8333,501-2000m
8016175,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3500,20.4167,B.Galley
8016161,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3333,19.0500,B.Galley
8016144,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3167,18.4000,B.Galley
8016231,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.3167,18.8500,B.Galley
8016178,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.2500,20.9167,B.Galley
8016130,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.2167,18.4500,B.Galley
8016137,,,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.2000,18.4167,B.Galley
8016201,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.1760,18.9415,A.Galley
8016200,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.1667,24.8667,B.Galley
8016197,,GRA,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.1500,24.8333,B.Galley
8016138,,PRE BM,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.1333,18.4167,B.Galley
8016131,,STEPRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.1333,18.4333,B.Galley
8016196,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.1000,24.4167,B.Galley
8016228,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0892,20.5075,A.Galley
8016136,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0833,18.4167,B.Galley
8016148,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0833,18.7167,B.Galley
8016193,,GRA,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0833,23.0667,B.Galley
8016211,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0682,22.9874,A.Galley
8016146,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0667,18.7000,501-2000m
8016173,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0667,20.4667,B.Galley
8016191,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0667,22.9167,B.Galley
8016212,,GALLEY,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0615,22.9340,A.Galley
8016145,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0500,18.3833,501-2000m
8016135,,P,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0500,18.4000,B.Galley
8016139,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0500,18.4500,B.Galley
8016184,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0500,21.2500,B.Galley
8016216,,GALLEY,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0382,22.9394,A.Galley
8016133,,NBG,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0333,18.3333,B.Galley
8016129,,NBG,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0333,18.3833,B.Galley
8016151,,B,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0333,18.4167,501-2000m
8016152,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0333,18.8333,B.Galley
8016192,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0333,22.9333,B.Galley
8016194,,GRA,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0333,23.0833,B.Galley
8016210,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0179,25.5452,A.Galley
8016140,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0167,18.4333,B.Galley
8016190,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0167,22.8000,B.Galley
8016195,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0167,24.3667,B.Galley
8016209,,GALLEY,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0143,25.6886,A.Galley
8016142,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0000,18.4667,B.Galley
8016188,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-34.0000,22.5667,B.Galley
8016018,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9969,18.4838,501-2000m
8016001,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9833,18.4167,B.Galley
8016004,,BM,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9833,18.4333,B.Galley
8016024,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9833,18.4667,B.Galley
8016045,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9833,18.9500,B.Galley
8016052,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9833,18.9667,B.Galley
8016044,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9833,18.9833,B.Galley
8016087,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9833,19.3667,B.Galley
8016111,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9833,22.5500,B.Galley
8016110,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9833,22.5833,B.Galley
8016014,,,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9667,18.3833,B.Galley
8016021,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9667,18.4667,B.Galley
8016034,,,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9667,18.4833,B.Galley
8016041,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9667,18.9667,B.Galley
8016040,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9667,18.9833,B.Galley
8016098,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9667,21.2333,B.Galley
8016118,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9667,23.5667,B.Galley
8016015,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9564,18.3936,501-2000m
8015998,,NBG,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9500,18.4000,B.Galley
8015997,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9500,18.4333,B.Galley
8015999,,,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9500,18.4500,B.Galley
8016016,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9500,18.4667,B.Galley
8016017,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9500,18.4833,B.Galley
8016003,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9333,18.3833,501-2000m
8016038,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9333,18.6833,B.Galley
8016120,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9333,24.3333,B.Galley
8016053,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9167,18.9000,B.Galley
8016108,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.9000,22.5333,B.Galley
8016104,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8833,22.0167,B.Galley
8016105,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8833,22.4333,B.Galley
8016035,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8667,18.5000,B.Galley
8016036,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8667,18.5833,B.Galley
8016092,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8667,20.4333,B.Galley
8016233,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8667,20.7050,B.Galley
8016122,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8667,25.3000,B.Galley
8016039,,PRE NU,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8500,18.7167,B.Galley
8016220,,GALLEY,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8500,20.8317,A.Galley
8016085,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8333,19.0500,B.Galley
8016119,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8333,23.7500,B.Galley
8016083,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8167,19.0667,B.Galley
8016117,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.8000,23.6500,B.Galley
8016054,,NBG PRE BO,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.7833,18.7833,B.Galley
8016114,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.7667,23.1333,B.Galley
8016115,,STE SAM BO,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.7667,23.4333,B.Galley
8016033,,P B,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.7333,18.9333,B.Galley
8016028,,STE PRE BM,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.7167,18.5667,B.Galley
8016081,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.7000,19.3667,B.Galley
8016075,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.6833,19.1000,B.Galley
8016080,,SAM,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.6667,19.0833,B.Galley
8016107,,,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.6667,22.6500,B.Galley
8015994,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.6500,18.4500,B.Galley
8016121,,GRA,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.6500,25.1000,B.Galley
8016116,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.6167,23.5333,B.Galley
8016202,,GALLEY,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.6000,19.8506,A.Galley
8016089,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.5667,19.6000,B.Galley
8016091,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.5667,19.6833,B.Galley
8016029,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.5333,18.5500,B.Galley
8016232,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.5333,19.1333,B.Galley
8016076,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.5167,19.1167,B.Galley
8015993,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.5000,18.5000,B.Galley
8015992,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.4833,18.6167,B.Galley
8016067,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.4833,19.2833,B.Galley
8016066,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.4833,19.4167,B.Galley
8016230,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.4717,19.2883,B.Galley
8016095,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.4667,21.2667,B.Galley
8016061,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.4333,19.1667,B.Galley
8016068,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.4333,19.4500,B.Galley
8016227,,GALLEY,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.4243,23.1642,A.Galley
8016094,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.4167,21.2167,B.Galley
8016073,,SAM,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.3833,19.6667,B.Galley
8016102,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.3833,22.1333,B.Galley
8016069,,NU,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.3667,19.3000,B.Galley
8016064,,SAM,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.3500,19.1167,B.Galley
8016096,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.3500,21.9667,B.Galley
8016099,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.3500,22.0333,B.Galley
8016100,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.3500,22.0500,B.Galley
8016074,,NBG,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.3333,19.8667,B.Galley
8016063,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.3167,19.0833,B.Galley
8016062,,SAM,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.2833,19.1833,B.Galley
8016059,,NBG,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.2333,19.3333,B.Galley
8016057,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.1833,19.0167,B.Galley
8016055,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.1833,19.1167,B.Galley
8015991,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.1333,18.6833,B.Galley
8016060,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.1333,19.1833,B.Galley
8015990,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.1167,18.0167,B.Galley
8016058,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-33.0167,19.0333,B.Galley
8015952,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.9333,18.6000,B.Galley
8015983,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.9000,19.0667,A.Galley
8015947,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.8667,18.7333,B.Galley
8015984,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.8500,19.1000,B.Galley
8016229,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.7914,18.8053,A.Galley
8015951,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.7833,18.7167,B.Galley
8015930,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.7667,18.5833,B.Galley
8015942,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.7667,18.7000,B.Galley
8016206,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.7501,19.1890,A.Galley
8015931,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.7333,18.7167,B.Galley
8015933,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.7333,18.7667,B.Galley
8015982,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.7333,19.0333,B.Galley
8015937,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.6333,18.9500,B.Galley
8015979,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.6333,19.1500,B.Galley
8015981,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.6333,19.1667,B.Galley
8015940,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.6167,18.9833,B.Galley
8015980,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.6167,19.1333,B.Galley
8015932,,SAM,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.6000,18.7500,B.Galley
8015978,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.5167,19.1500,B.Galley
8015977,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.4667,19.2667,B.Galley
8016203,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.4574,19.1209,A.Galley
8015972,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.4167,19.1667,B.Galley
8015967,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.4167,19.2000,B.Galley
8015966,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.4167,19.2167,B.Galley
8015974,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.4000,19.0833,B.Galley
8016225,,ZH,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.3838,19.0686,A.Galley
8015968,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.3833,19.0500,B.Galley
8016221,,GALLEY,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.3833,19.0689,A.Galley
8015929,,STE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.3667,18.8500,B.Galley
8015975,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.3667,19.0667,B.Galley
8015969,,NBG,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.3667,19.1000,B.Galley
8015970,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.3667,19.1167,B.Galley
8015965,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.3667,19.1500,B.Galley
8015963,,PRE BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.3500,19.1667,B.Galley
8015971,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.2833,19.1167,B.Galley
8015953,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.2000,19.0667,B.Galley
8015956,,STE PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.2000,19.2167,B.Galley
8015954,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.1500,19.0167,B.Galley
8016226,,GALLEY,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.0838,19.0181,A.Galley
8015958,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.0833,19.2167,B.Galley
8015959,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-32.0500,19.0667,B.Galley
8015917,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-31.9833,18.8500,B.Galley
8015918,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-31.9667,18.7667,501-2000m
8015916,,BOL,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-31.9667,18.9000,B.Galley
8015922,,PRE,,Poaceae,Pentameris,Pentaschistis pallida,PentaPalli,-31.7167,19.0500,B.Galley
8016266,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.7333,19.6167,B.Galley
8016267,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.7333,19.6333,B.Galley
8016263,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.6500,19.5000,B.Galley
8016265,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.6500,19.6500,B.Galley
8016260,,PRE,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.4000,19.3167,B.Galley
8016254,,PRE,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.3833,18.8333,<500m
8016257,,STE,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.3667,18.9167,B.Galley
8016262,,STE,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.3500,18.8333,B.Galley
8016256,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.3500,18.9333,501-2000m
8016255,,NBG,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.3500,18.9833,B.Galley
8016246,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.3333,18.4667,B.Galley
8016252,,STE PRE BO,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.3167,18.4667,B.Galley
8016251,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.3000,18.4667,B.Galley
8016247,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.2667,18.4667,B.Galley
8016248,,STE,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.2333,18.4000,B.Galley
8016245,,BM,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.2167,18.3833,B.Galley
8016259,,PRE BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.2167,19.5000,B.Galley
8016243,,STE PRE,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.2000,18.4167,B.Galley
8016258,,,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.2000,19.1333,B.Galley
8016240,,STE NBG PR,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.1000,18.4000,B.Galley
8016269,,ZH,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.0833,18.4167,B.Galley
8016249,,PRE,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.0833,18.4333,B.Galley
8016239,,PRE BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.0500,18.3833,B.Galley
8016250,,,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-34.0000,18.4167,B.Galley
8016237,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-33.9969,18.4838,501-2000m
8016236,,PRE BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-33.9833,18.4333,B.Galley
8016238,,BM,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-33.9833,18.4833,B.Galley
8016234,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-33.9667,18.4000,B.Galley
8016268,,ZH,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-33.9538,19.4345,A.Galley
8016235,,BOL,,Poaceae,Pentameris,Pentaschistis papillosa,PentaPapil,-33.9500,18.4000,B.Galley
8016296,,,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-33.8333,19.8833,B.Galley
8016295,,STE,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-33.6000,19.4500,B.Galley
8016294,,B,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-33.3500,19.1167,B.Galley
8016293,,STE PRE,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-33.3167,18.1833,B.Galley
8016297,,STE NBG PR,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-33.2000,20.3000,B.Galley
8016292,,STE,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-33.1167,18.2167,B.Galley
8016286,,PRE,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-32.8167,17.8833,B.Galley
8016298,,GALLEY,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-32.6300,18.9417,A.Galley
8016287,,STE NBG BO,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-32.1667,18.8667,B.Galley
8016288,,PRE,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-32.1500,19.0167,B.Galley
8016289,,PRE,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-32.0500,19.0667,B.Galley
8016281,,BOL,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-31.9833,18.8333,B.Galley
8016282,,BOL,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-31.9833,18.8500,B.Galley
8016283,,PRE,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-31.9667,18.7667,501-2000m
8016279,,BOL,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-31.8333,18.6833,B.Galley
8016284,,PRE,,Poaceae,Pentameris,Pentaschistis patula,PentaPatul,-31.7167,19.0500,B.Galley
8016307,,PRE,,Poaceae,Pentameris,Pentaschistis pseudopallescens,PentaPseud,-34.0000,19.6667,B.Galley
